C1,C2,C3
S7333,"When zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high and corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7334,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly and corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7335,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly and corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7336,"When zscore_corr(20d)(LLY US Equity:PX_LAST, NVDA US Equity:PX_LAST, 60d) surges unexpectedly and zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7337,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7338,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high and corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7339,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high and zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7340,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high and corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7341,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high and corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7342,"When zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7343,"When beta(SPX Index:PX_LAST, XLE US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7344,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7345,"When zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high and corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7346,"When corr(MLCX3CRT Index:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high and zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7347,"When zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7348,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7349,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7350,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7351,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high and corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7352,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high and corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7353,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high and corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7354,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly and zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7355,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7356,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7358,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7359,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high and zscore_corr(20d)(LLY US Equity:PX_LAST, NVDA US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7360,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly and zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7361,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high and corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7362,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high and zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7363,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly and zscore_corr(20d)(LLY US Equity:PX_LAST, NVDA US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7364,"When zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high and corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7365,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly and zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7366,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly and corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7367,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high and corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7368,"When zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high and corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7369,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7370,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7371,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly and corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7372,"When zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high and corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7373,"When zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high and corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7374,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high and zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7375,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7376,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7377,"When zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high and corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7378,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high and corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7379,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly and zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7380,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high and corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7381,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly and corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7382,"When zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high and corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7383,"When beta(AAPL US Equity:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7384,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7385,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7386,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7387,"When zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7388,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high and corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7389,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly and zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7390,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly and corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7391,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly and corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7392,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high and corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7393,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high and zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7394,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high and corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7395,"When corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high and corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7396,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly and corr(CONSSENT Index:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
S7397,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7398,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly, it may indicate a bullish outlook.",DEPRECATED
S7399,"When corr(JOBS US Equity:PX_LAST, SPX Index:PX_LAST, 20d) surges unexpectedly and zscore_corr(20d)(GLD US Equity:PX_LAST, USGG10YR Index:PX_LAST, 60d) is very high, it may indicate a bullish outlook.",DEPRECATED
